"id";"intent_id";"content";"created_at";"updated_at"
"267";"69";"Is it necessary to have multiple ultrasound scans during pregnancy?";"2024-06-21 09:36:31";"2024-06-21 09:36:31"
"268";"69";"When are ultrasound scans usually performed during pregnancy?";"2024-06-21 09:36:40";"2024-06-21 09:36:40"
"269";"69";"Can I have more than three ultrasound scans during my pregnancy?";"2024-06-21 09:36:51";"2024-06-21 09:36:51"
"270";"70";"what is Acupressure";"2024-11-28 15:16:06";"2024-11-28 15:16:06"
"271";"71";"what is an airway";"2024-11-28 15:17:16";"2024-11-28 15:17:16"
"272";"72";"what is an allergic disorder";"2024-11-28 15:18:26";"2024-11-28 15:18:26"
"273";"74";"what are antibodies";"2024-11-28 15:20:09";"2024-11-28 15:20:09"
"274";"75";"what is an areola";"2024-11-28 15:21:07";"2024-11-28 15:21:07"
"275";"76";"what is a Birth defect";"2024-11-28 15:21:52";"2024-11-28 15:21:52"
"276";"77";"what is a  Contagious disease";"2024-11-28 15:22:52";"2024-11-28 15:22:52"
"277";"78";"what are  Chromosomal abnormalities";"2024-11-28 15:23:55";"2024-11-28 15:23:55"
"278";"79";"what is diaper rash";"2024-11-28 15:24:58";"2024-11-28 15:24:58"
"279";"80";"what is Ectopic or extra-uterine pregnancy";"2024-11-28 15:25:58";"2024-11-28 15:25:58"
"280";"81";"what is an Egg";"2024-11-28 15:27:30";"2024-11-28 15:27:30"
"281";"82";"what is an Embryo";"2024-11-28 15:28:32";"2024-11-28 15:28:32"
"282";"83";"what is Esophagus";"2024-11-28 15:29:40";"2024-11-28 15:29:40"
"283";"84";"what is express";"2024-11-28 15:30:49";"2024-11-28 15:30:49"
"284";"85";"what is  Fertilization";"2024-11-28 15:31:42";"2024-11-28 15:31:42"
"285";"86";"what is a fetus";"2024-11-28 15:32:50";"2024-11-28 15:32:50"
"286";"87";"what is  Genetic abnormalities";"2024-11-28 15:34:06";"2024-11-28 15:34:06"
"287";"88";"what is Hemorrhage";"2024-11-28 15:35:33";"2024-11-28 15:35:33"
"288";"89";"what is  Immune system";"2024-11-28 15:36:59";"2024-11-28 15:36:59"
"289";"90";"what is an Inverted nipple";"2024-11-28 15:38:23";"2024-11-28 15:38:23"
"290";"91";"what is  Labour";"2024-11-28 15:39:38";"2024-11-28 15:39:38"
"291";"92";"what is Mastitis";"2024-11-28 15:40:43";"2024-11-28 15:40:43"
"292";"93";"what is a Miscarriage";"2024-11-28 15:41:50";"2024-11-28 15:41:50"
"293";"94";"what are nutrients";"2024-11-28 15:42:59";"2024-11-28 15:42:59"
"294";"95";"what is Neural tube";"2024-11-28 15:43:52";"2024-11-28 15:43:52"
"295";"96";"what is  Overproduction of milk";"2024-11-28 15:44:46";"2024-11-28 15:44:46"
"296";"97";"what is  Oxytocin";"2024-11-28 15:45:51";"2024-11-28 15:45:51"
"297";"98";"what is  Perineum";"2024-11-28 15:46:53";"2024-11-28 15:46:53"
"298";"99";"what is a Pupil";"2024-11-28 15:47:53";"2024-11-28 15:47:53"
"299";"100";"what is  Rhesus factor (Rh factor)";"2024-11-28 15:48:49";"2024-11-28 15:48:49"
"300";"101";"what is a Sexually transmitted infection (STI)";"2024-11-28 15:50:00";"2024-11-28 15:50:00"
"301";"102";"what is a  Sperm";"2024-11-28 15:51:12";"2024-11-28 15:51:12"
"302";"103";"what is  Spina bifida";"2024-11-28 15:51:58";"2024-11-28 15:51:58"
"303";"104";"what is Sterile";"2024-11-28 15:52:48";"2024-11-28 15:52:48"
"304";"105";"what is Sodium";"2024-11-28 15:53:37";"2024-11-28 15:53:37"
"305";"106";"what is Sudden infant death syndrome";"2024-11-28 15:54:31";"2024-11-28 15:54:31"
"307";"107";"what is  Thrombophlebitis";"2024-11-28 15:55:47";"2024-11-28 15:55:47"
"308";"108";"what is Trisomy";"2024-11-28 15:56:43";"2024-11-28 15:56:43"
"309";"109";"what is  Ultrasound";"2024-11-28 15:57:35";"2024-11-28 15:57:35"
"310";"110";"what is  Uterine rupture";"2024-11-28 15:58:52";"2024-11-28 15:58:52"
"311";"111";"what is a Urinary catheter";"2024-11-28 15:59:53";"2024-11-28 15:59:53"
"312";"112";"what is  Vernix caseosa";"2024-11-28 16:01:04";"2024-11-28 16:01:04"
"313";"113";"what is  Weaning";"2024-11-28 16:02:09";"2024-11-28 16:02:09"
"314";"114";"What changes does pregnancy bring, and how does it affect parents?";"2024-11-28 16:09:33";"2024-11-28 16:09:33"
"315";"115";"What is menstruation, and when does it occur in a woman’s life?";"2024-11-28 16:11:52";"2024-11-28 16:11:52"
"316";"116";"How can you determine the length of your menstrual cycle?";"2024-11-28 16:13:24";"2024-11-28 16:13:24"
"317";"117";"What happens during a menstrual cycle?";"2024-11-28 16:14:58";"2024-11-28 16:14:58"
"318";"118";"What is ovulation, and what happens during this process?";"2024-11-28 16:17:15";"2024-11-28 16:17:15"
"319";"119";"How can you estimate when ovulation will occur?";"2024-11-28 16:18:44";"2024-11-28 16:18:44"
"320";"120";"What is the ovulation or fertile period, and how does it affect fertilization chances?";"2024-11-28 16:21:30";"2024-11-28 16:21:30"
"321";"122";"When do men produce sperm, and how long does it last?";"2024-11-28 16:27:14";"2024-11-28 16:27:14"
"322";"123";"Where are sperm produced, and how long does it take for them to be ready for fertilization?";"2024-11-28 16:30:49";"2024-11-28 16:30:49"
"323";"124";"What happens when a man ejaculates?";"2024-11-28 16:32:17";"2024-11-28 16:32:17"
"324";"125";"How many sperm are in semen, and how long can they live?";"2024-11-28 16:33:55";"2024-11-28 16:33:55"
"325";"126";"What is the function of the pelvis bone during pregnancy?";"2024-11-28 16:35:40";"2024-11-28 16:35:40"
"326";"128";"What do the ovaries do?";"2024-11-28 16:37:06";"2024-11-28 16:37:06"
"328";"129";"What is the function of the uterus during pregnancy?";"2024-11-28 16:39:50";"2024-11-28 16:39:50"
"329";"130";"What is the function of the Fallopian tubes?";"2024-11-28 16:43:03";"2024-11-28 16:43:03"
"330";"131";"What does the cervix do during menstruation and labor?";"2024-11-28 16:44:51";"2024-11-28 16:44:51"
"331";"132";"What is the function of the vagina?";"2024-11-28 16:46:42";"2024-11-28 16:46:42"
"332";"133";"What does the bladder do?";"2024-11-28 16:48:09";"2024-11-28 16:48:09"
"334";"134";"What is the function of the perineum?";"2024-11-28 16:49:41";"2024-11-28 16:49:41"
"335";"135";"What is the function of the anus?";"2024-11-28 16:51:11";"2024-11-28 16:51:11"
"336";"136";"What is the function of the urethra?";"2024-11-28 16:52:54";"2024-11-28 16:52:54"
"337";"137";"What is the function of the clitoris?";"2024-11-28 16:54:26";"2024-11-28 16:54:26"
"338";"138";"What is the vulva?";"2024-11-28 16:57:51";"2024-11-28 16:57:51"
"339";"139";"What does the bladder do in males?";"2024-11-28 16:59:34";"2024-11-28 16:59:34"
"340";"140";"What is the function of the vas deferens?";"2024-11-28 17:01:44";"2024-11-28 17:01:44"
"341";"141";"What is the function of the urethra in males?";"2024-11-28 17:03:21";"2024-11-28 17:03:21"
"342";"142";"What is the function of the penis?";"2024-11-28 17:04:39";"2024-11-28 17:04:39"
"343";"143";"What is the function of the prostate?";"2024-11-28 17:08:24";"2024-11-28 17:08:24"
"344";"144";"What is the function of the scrotum?";"2024-11-28 19:31:54";"2024-11-28 19:31:54"
"345";"145";"What is the function of the testicles?";"2024-11-28 19:32:58";"2024-11-28 19:32:58"
"346";"146";"What is the function of the seminal vesicles?";"2024-11-28 19:34:43";"2024-11-28 19:34:43"
"347";"147";"What is the function of the anus?";"2024-11-28 19:35:27";"2024-11-28 19:35:27"
"348";"148";"How does fertilization occur?";"2024-11-28 19:37:57";"2024-11-28 19:37:57"
"349";"149";"What happens after fertilization?";"2024-11-28 19:40:09";"2024-11-28 19:40:09"
"350";"150";"When should a woman take a pregnancy test?";"2024-11-28 19:40:54";"2024-11-28 19:40:54"
"351";"151";"What happens during a miscarriage?";"2024-11-28 19:41:34";"2024-11-28 19:41:34"
"352";"152";"How is the length of a pregnancy determined?";"2024-11-28 19:42:39";"2024-11-28 19:42:39"
"353";"153";"Why do health professionals refer to pregnancy in weeks?";"2024-11-28 19:43:38";"2024-11-28 19:43:38"
"354";"154";"When is a baby considered full-term?";"2024-11-28 19:44:16";"2024-11-28 19:44:16"
"355";"155";"How is pregnancy divided?";"2024-11-28 19:44:50";"2024-11-28 19:44:50"
"356";"156";"How is the due date calculated?";"2024-11-28 19:45:54";"2024-11-28 19:45:54"
"357";"157";"How accurate is an ultrasound in determining the due date?";"2024-11-28 19:46:35";"2024-11-28 19:46:35"
"358";"158";"What are the stages of fetal development?";"2024-11-28 19:47:53";"2024-11-28 19:47:53"
"359";"159";"What happens during the first trimester?";"2024-11-28 19:50:03";"2024-11-28 19:50:03"
"360";"160";"What happens between 10 and 14 weeks of pregnancy?";"2024-11-28 19:52:51";"2024-11-28 19:52:51"
"361";"161";"What happens between 15 and 28 weeks of pregnancy?";"2024-11-28 19:54:04";"2024-11-28 19:54:04"
"362";"162";"What happens during the third trimester of pregnancy?";"2024-11-28 19:54:47";"2024-11-28 19:54:47"
"363";"163";"What is the function of amniotic fluid?";"2024-11-28 19:57:52";"2024-11-28 19:57:52"
"364";"164";"What happens to the amniotic sac during labor?";"2024-11-28 19:58:32";"2024-11-28 19:58:32"
"365";"165";"What is the role of the placenta and umbilical cord during pregnancy?";"2024-11-28 20:00:07";"2024-11-28 20:00:07"
"366";"166";"What are the physical changes that occur during pregnancy?";"2024-11-28 20:01:26";"2024-11-28 20:01:26"
"367";"167";"How do pregnancy-related changes affect the heart, blood vessels, and lungs?";"2024-11-28 20:02:02";"2024-11-28 20:02:02"
"368";"168";"What hair changes might occur during pregnancy?";"2024-11-28 20:02:40";"2024-11-28 20:02:40"
"369";"169";"How does pregnancy affect the skin?";"2024-11-28 20:03:11";"2024-11-28 20:03:11"
"370";"170";"What causes hyperpigmentation during pregnancy, and how does it affect the skin?";"2024-11-28 20:03:51";"2024-11-28 20:03:51"
"371";"171";"Where do stretch marks appear during pregnancy, and how can they be managed?";"2024-11-28 20:04:38";"2024-11-28 20:04:38"
"372";"172";"What other skin changes can occur during pregnancy?";"2024-11-28 20:05:16";"2024-11-28 20:05:16"
"373";"173";"How does pregnancy affect bladder and kidney function?";"2024-11-28 20:07:35";"2024-11-28 20:07:35"
"374";"174";"What digestive changes occur during pregnancy?";"2024-11-28 20:09:04";"2024-11-28 20:09:04"
"375";"175";"What changes occur in the breasts during pregnancy?";"2024-11-28 20:09:45";"2024-11-28 20:09:45"
"376";"176";"How does pregnancy affect the uterus and posture?";"2024-11-28 20:10:39";"2024-11-28 20:10:39"
"377";"177";"What changes occur in vaginal discharge during pregnancy?";"2024-11-28 20:12:07";"2024-11-28 20:12:07"
"378";"178";"How do ligaments and joints change during pregnancy?";"2024-11-28 20:12:46";"2024-11-28 20:12:46"
"379";"179";"Why do women accumulate fat reserves during pregnancy?";"2024-11-28 20:13:30";"2024-11-28 20:13:30"
"380";"180";"Why do women gain weight during pregnancy?";"2024-11-28 20:14:14";"2024-11-28 20:14:14"
"381";"181";"Why is weight gain during pregnancy important?";"2024-11-28 20:15:15";"2024-11-28 20:15:15"
"382";"182";"How much weight should you gain during pregnancy?";"2024-11-28 20:16:33";"2024-11-28 20:16:33"
"383";"183";"Some women embrace the changes, viewing them as signs of the baby's development, while others may struggle with accepting their new body image, especially given the discomfort and symptoms of pregnancy.";"2024-11-28 20:19:09";"2024-11-28 20:19:09"
"384";"184";"The emotional impact of pregnancy can vary, as women adjust to new realities, including the expectations of motherhood and the arrival of the baby.";"2024-11-28 20:20:29";"2024-11-28 20:20:29"
"385";"185";"Emotional fluctuations during pregnancy are common, and it is important to allow yourself to feel these emotions without suppressing them.";"2024-11-28 20:21:02";"2024-11-28 20:21:02"
"386";"186";"Talking about your emotions helps you realize you are not alone and can offer support through shared experiences.";"2024-11-28 20:21:47";"2024-11-28 20:21:47"
"387";"187";"Seeking support, setting boundaries, and managing emotions are key to coping with pregnancy changes.";"2024-11-28 20:27:35";"2024-11-28 20:27:35"
"388";"188";"Building a relationship with the baby, seeking support, and preparing for fatherhood.";"2024-11-28 20:28:57";"2024-11-28 20:28:57"
"389";"189";"Navigating changes in relationship dynamics, expressing emotions, and strengthening the partnership.";"2024-11-28 20:29:42";"2024-11-28 20:29:42"
"390";"190";"Balancing attention among children, addressing emotional concerns, involving siblings in pregnancy preparations.";"2024-11-28 20:31:00";"2024-11-28 20:31:00"
"391";"191";"Fluctuations in sexual desire, physical and emotional changes affecting intimacy, exploring new forms of closeness.";"2024-11-28 20:32:21";"2024-11-28 20:32:21"
"392";"192";"Medical restrictions, prenatal care provider guidance, precautions to ensure safety during pregnancy.";"2024-11-28 20:33:14";"2024-11-28 20:33:14"
"393";"193";"Safe sex practices, condom use to prevent STIs, preventing complications during pregnancy.";"2024-11-28 20:33:50";"2024-11-28 20:33:50"
"394";"194";"Usage of non-medicated products, checking with healthcare providers for medicated creams.";"2024-11-28 20:34:57";"2024-11-28 20:34:57"
"395";"195";"Hair treatments are generally safe, but workplace exposure should be discussed with a healthcare provider.";"2024-11-28 20:36:05";"2024-11-28 20:36:05"
"396";"196";"Use sunscreen with SPF 30 or higher to prevent hyperpigmentation and pregnancy mask.";"2024-11-28 20:37:26";"2024-11-28 20:37:26"
"397";"197";"Use DEET, icaridin, or soybean oil-based repellents, ensuring proper concentrations.";"2024-11-28 20:38:20";"2024-11-28 20:38:20"
"398";"198";"Apply product to exposed skin, wash off excess.";"2024-11-28 20:39:07";"2024-11-28 20:39:07"
"399";"199";"Apply to clothes, wear protective clothing.";"2024-11-28 20:39:42";"2024-11-28 20:39:42"
"400";"200";"Short-term effect, frequent reapplication, exposure.";"2024-11-28 20:40:13";"2024-11-28 20:40:13"
"401";"201";"Lack of scientific studies, precautionary advice.";"2024-11-28 20:40:46";"2024-11-28 20:40:46"
"402";"202";"Ultraviolet rays, body temperature, potential harm to the baby.";"2024-11-28 20:41:35";"2024-11-28 20:41:35"
"403";"203";"Physical and mental well-being, energy, back pain, gestational diabetes, recovery after birth.";"2024-11-28 20:42:45";"2024-11-28 20:42:45"
"404";"204";"Small quantities of physical activity, gradual increase, 150 minutes per week, moderate intensity.";"2024-11-28 20:43:29";"2024-11-28 20:43:29"
"405";"205";"Adaptation based on fitness level, stage of pregnancy, and personal comfort.";"2024-11-28 20:44:41";"2024-11-28 20:44:41"
"406";"206";"Avoiding risky activities and respecting personal limits.";"2024-11-28 20:45:32";"2024-11-28 20:45:32"
"407";"207";"Adjusting activity level or seeking advice when discomfort occurs.";"2024-11-28 20:46:39";"2024-11-28 20:46:39"
"408";"208";"No safe level of cigarette use; advised to quit smoking during pregnancy.";"2024-11-28 20:47:38";"2024-11-28 20:47:38"
"409";"209";"Smoking increases risk for complications such as preterm birth, stillbirth, and sudden infant death syndrome (SIDS).";"2024-11-28 20:48:21";"2024-11-28 20:48:21"
"410";"210";"Reducing or quitting smoking benefits both the mother and baby, with various resources available for support.";"2024-11-28 20:49:11";"2024-11-28 20:49:11"
"411";"211";"E-cigarettes are not recommended during pregnancy due to limited research on their safety. Safer alternatives are available for those looking to quit smoking.";"2024-11-28 20:49:55";"2024-11-28 20:49:55"
"412";"212";"Pregnant women are advised against drinking alcohol, as even small amounts can harm the baby.";"2024-11-28 20:50:47";"2024-11-28 20:50:47"
"413";"213";"Alcohol during pregnancy can cause significant harm to the fetus.";"2024-11-28 20:51:38";"2024-11-28 20:51:38"
"414";"214";"Supportive actions to maintain a healthy pregnancy.";"2024-11-28 20:52:39";"2024-11-28 20:52:39"
"415";"215";"Advisories against using cannabis during pregnancy.";"2024-11-28 20:53:48";"2024-11-28 20:53:48"
"416";"216";"Warnings against drug use and recommendations for support.";"2024-11-28 20:54:38";"2024-11-28 20:54:38"
"417";"217";"Recommendations for using cleaning products safely during pregnancy.";"2024-11-28 20:55:48";"2024-11-28 20:55:48"
"418";"218";"Recommendations for safely using paint and paint removers during pregnancy.";"2024-11-28 20:56:49";"2024-11-28 20:56:49"
"419";"219";"Recommendations to reduce the risk of toxoplasmosis from cats during pregnancy.";"2024-11-28 20:57:47";"2024-11-28 20:57:47"
"420";"220";"Recommendations to avoid exposure to toxoplasmosis while gardening.";"2024-11-28 20:58:46";"2024-11-28 20:58:46"
"421";"221";"Understanding eligibility and procedures for workplace safety programs.";"2024-11-28 21:11:17";"2024-11-28 21:11:17"
"422";"222";"Questions like ""How should I wear a seat belt while pregnant?"" or ""Is it safe to use a seat belt during pregnancy?"" commonly arise for expectant mothers concerned about travel safety.";"2024-11-28 21:15:54";"2024-11-28 21:15:54"
"423";"223";"Questions like ""Can pregnant women travel by air?"" or ""Are there any restrictions for flying while pregnant?"" often arise for expectant mothers planning trips.";"2024-11-28 21:17:07";"2024-11-28 21:17:07"
"424";"224";"Questions like ""Is it safe to travel overseas while pregnant?"" or ""What should I consider before traveling abroad during pregnancy?"" are common among expecting mothers.";"2024-11-28 21:17:52";"2024-11-28 21:17:52"
"425";"225";"Questions like ""Is it safe for pregnant women to travel to Zika-affected areas?"" or ""What precautions should I take regarding Zika during pregnancy?"" arise frequently among travelers and expectant mothers.";"2024-11-28 21:19:46";"2024-11-28 21:19:46"
"426";"226";"Questions often arise such as, ""Does my insurance cover hospital stays and childbirth in another country?"" or ""Am I and my baby insured while traveling abroad?""";"2024-11-28 21:21:21";"2024-11-28 21:21:21"
"427";"227";"Women often ask, ""What should I eat during pregnancy?"" or ""How can I make my meals more nutritious for my pregnancy?""";"2024-11-28 21:22:15";"2024-11-28 21:22:15"
"428";"228";"Pregnant women often wonder, ""How can I ensure I’m eating the right foods for my pregnancy?"" or ""What should my daily diet look like during pregnancy?""";"2024-11-28 21:23:29";"2024-11-28 21:23:29"
"429";"229";"Many pregnant women ask, ""How often should I eat during pregnancy?"" or ""What’s the best way to manage my meals and snacks?""";"2024-11-28 21:27:02";"2024-11-28 21:27:02"
"430";"230";"Pregnant women often ask, ""Why is my appetite changing so much during pregnancy?"" or ""Is it normal to feel hungry one day and not the next?""";"2024-11-28 21:28:14";"2024-11-28 21:28:14"
"431";"231";"Pregnant women often express surprise or concern over strong cravings for certain foods. Questions like, ""Why am I craving specific foods?"" or ""Are my cravings normal?"" are common.";"2024-11-28 21:29:14";"2024-11-28 21:29:14"
"432";"232";"Pregnant women often experience food aversions, leading them to avoid foods they once enjoyed. This can lead to concerns like, ""Why can’t I eat what I used to?"" or ""How can I make sure I’m still getting enough nutrients if I can’t eat certain foods?""";"2024-11-28 21:30:11";"2024-11-28 21:30:11"
"433";"233";"Pregnant women are encouraged to focus on a balanced diet to ensure proper development of the baby and maintain their own health. The message often comes with guidance such as, ""What should I be eating during pregnancy?"" or ""How can I make sure my baby is getting the nutrients they need?""";"2024-11-28 21:31:43";"2024-11-28 21:31:43"
"434";"234";"The question of how to ensure proper intake of vegetables and fruits often arises during pregnancy, with concerns about how to incorporate them into daily meals.";"2024-11-28 21:33:14";"2024-11-28 21:33:14"
"435";"235";"Pregnant women may seek advice on how to incorporate more vegetables and fruits into their diet while considering affordability and health benefits.";"2024-11-29 08:26:58";"2024-11-29 08:26:58"
"436";"236";"Pregnant women may inquire about incorporating whole grain foods into their diet and the variety of options available to maintain a nutritious and energy-rich diet.";"2024-11-29 08:27:41";"2024-11-29 08:27:41"
"437";"237";"Pregnant women may ask about the importance of protein in their diet and the types of protein-rich foods to include regularly.";"2024-11-29 08:28:36";"2024-11-29 08:28:36"
"438";"238";"Pregnant women may inquire about the importance of dairy products in their diet and ways to include them in their meals for optimal nutrition.";"2024-11-29 08:29:18";"2024-11-29 08:29:18"
"439";"239";"Pregnant women experiencing lactose intolerance may seek advice on how to manage their condition while ensuring adequate calcium and nutrient intake.";"2024-11-29 08:30:10";"2024-11-29 08:30:10"
"440";"240";"Pregnant individuals looking for non-dairy options or protein-rich plant-based alternatives for their diet.";"2024-11-29 08:31:03";"2024-11-29 08:31:03"
"441";"241";"Pregnant individuals seeking protein-rich, high-fiber, and affordable food options to enhance their diet.";"2024-11-29 08:32:25";"2024-11-29 08:32:25"
"442";"242";"Pregnant individuals seeking protein-rich food sources and iron to support baby and placenta growth.";"2024-11-29 08:33:52";"2024-11-29 08:33:52"
"443";"243";"Pregnant individuals looking for omega-3 fatty acids and essential nutrients to support their baby’s brain and eye development.";"2024-11-29 08:34:30";"2024-11-29 08:34:30"
"444";"244";"Pregnant individuals should be aware of fish species that can have higher levels of mercury and other harmful contaminants.";"2024-11-29 08:35:21";"2024-11-29 08:35:21"
"445";"245";"Healthy snacks can help meet nutritional needs during pregnancy when combined thoughtfully.";"2024-11-29 08:36:04";"2024-11-29 08:36:04"
"446";"246";"Why is it necessary to take vitamin and mineral supplements during pregnancy? What should a prenatal multivitamin contain?";"2024-11-29 08:41:42";"2024-11-29 08:41:42"
"447";"247";"Why is folic acid important during pregnancy? What are the best sources of folic acid?";"2024-11-29 08:42:45";"2024-11-29 08:42:45"
"448";"248";"Why is iron essential during pregnancy? What are the effects of iron deficiency?";"2024-11-29 08:43:24";"2024-11-29 08:43:24"
"449";"249";"What animal-based foods are good sources of iron? What are the precautions regarding liver consumption during pregnancy?";"2024-11-29 08:43:58";"2024-11-29 08:43:58"
"450";"250";"What are some plant-based foods rich in iron, and how can you enhance iron absorption?";"2024-11-29 08:44:43";"2024-11-29 08:44:43"
"451";"251";"What are the sources of calcium and vitamin D during pregnancy, and why are they important?";"2024-11-29 08:45:33";"2024-11-29 08:45:33"
"452";"252";"Why are omega-3 fatty acids important during pregnancy, and how can you get them from food?";"2024-11-29 08:46:32";"2024-11-29 08:46:32"
"453";"253";"Why is fiber important during pregnancy, and how can you increase your intake?";"2024-11-29 08:47:05";"2024-11-29 08:47:05"
"454";"254";"How can you stay hydrated during pregnancy, and what are some recommended drinks?";"2024-11-29 08:47:46";"2024-11-29 08:47:46"
"455";"255";"How much caffeine can you safely consume during pregnancy, and what beverages should be avoided?";"2024-11-29 08:48:34";"2024-11-29 08:48:34"
"456";"256";"Which herbal teas are considered safe during pregnancy, and which should be avoided?";"2024-11-29 08:49:56";"2024-11-29 08:49:56"
"457";"257";"Are artificial sweeteners safe to consume during pregnancy?";"2024-11-29 08:50:30";"2024-11-29 08:50:30"
"458";"258";"How should women with gestational diabetes manage their diet during pregnancy?";"2024-11-29 08:51:45";"2024-11-29 08:51:45"
"459";"259";"How should women with multiple pregnancies manage their diet and nutritional needs?";"2024-11-29 08:52:43";"2024-11-29 08:52:43"
"460";"260";"How should pregnant women manage their diet if they follow a vegetarian or vegan lifestyle?";"2024-11-29 08:53:18";"2024-11-29 08:53:18"
"461";"261";"What are the risks of dieting during pregnancy?";"2024-11-29 08:54:05";"2024-11-29 08:54:05"
"462";"262";"Does excluding certain foods reduce the risk of allergies in newborns?";"2024-11-29 08:54:58";"2024-11-29 08:54:58"
"463";"263";"How to prevent food-borne infections";"2024-11-29 08:55:25";"2024-11-29 08:55:25"
"464";"264";"General food safety measures";"2024-11-29 08:56:07";"2024-11-29 08:56:07"
"466";"266";"What are the key cleanliness practices for food safety? How should you handle food preparation tools and surfaces? How can you disinfect materials after contact with raw meat? How often should kitchen towels be cleaned?";"2024-11-29 09:04:02";"2024-11-29 09:04:02"
"467";"267";"What temperature should the fridge and freezer be set at for safe food storage? How long can foods be kept at room temperature? Where should raw meat be stored in the fridge? How should perishable foods be stored after opening? What should you do with leftovers?";"2024-11-29 09:04:45";"2024-11-29 09:04:45"
"468";"268";"How should fruits and vegetables be washed? What should you do with damaged or bruised produce? How should food be defrosted safely? What precautions should be taken when handling raw and cooked foods? What should you do with food labels?";"2024-11-29 09:05:38";"2024-11-29 09:05:38"
"469";"269";"How can you ensure food is cooked safely? Do frozen vegetables need to be cooked? What temperature should food be served at?";"2024-11-29 09:06:17";"2024-11-29 09:06:17"
"470";"270";"Why are pregnant women more vulnerable to certain infections? What infections pose a risk during pregnancy? How is toxoplasmosis transmitted?";"2024-11-29 09:07:08";"2024-11-29 09:07:08"
"471";"271";"What is listeriosis and what causes it? How does listeriosis affect pregnant women? What are the symptoms and complications of listeriosis during pregnancy?";"2024-11-29 09:07:44";"2024-11-29 09:07:44"
"472";"272";"How can food become contaminated with listeriosis bacteria? What foods are most likely to transmit listeriosis, and how can they be prevented?";"2024-11-29 09:08:32";"2024-11-29 09:08:32"
"473";"273";"What are safer meat choices for pregnant women, and which ones should they avoid? How can meats be safely prepared?";"2024-11-29 09:09:32";"2024-11-29 09:09:32"
"474";"274";"What are safer fish and seafood choices during pregnancy, and which ones should be avoided? How should fish be prepared to ensure safety?";"2024-11-29 09:10:21";"2024-11-29 09:10:21"
"475";"275";"What are the safer choices for eggs and egg-based products during pregnancy, and what should be avoided? How should eggs be cooked or used in recipes for safety?";"2024-11-29 09:11:24";"2024-11-29 09:11:24"
"476";"276";"What are the safer choices for vegetables, fruits, and juices during pregnancy, and what should be avoided? How should fruits and vegetables be prepared for safety?";"2024-11-29 09:11:56";"2024-11-29 09:11:56"
"477";"277";"What are the safer choices for milk and dairy products during pregnancy, and which ones should be avoided?";"2024-11-29 09:12:35";"2024-11-29 09:12:35"
"478";"278";"What are the safe types of cheeses during pregnancy, and which ones should be avoided?";"2024-11-29 09:13:20";"2024-11-29 09:13:20"
"479";"279";"What health professionals are available for prenatal care? How can you find information about available services? What options exist for midwife services during pregnancy?";"2024-11-29 09:15:03";"2024-11-29 09:15:03"
"480";"280";"What is the role of a doula during pregnancy and delivery? How should you choose a doula? Should you inform your health professional about hiring a doula? Are there any costs involved?";"2024-11-29 09:15:44";"2024-11-29 09:15:44"
"481";"281";"What services do CLSCs provide to pregnant women and parents? How can a CLSC help with your health and well-being? What role do CLSCs play after birth? How does a CLSC collaborate with other services? How can you find a CLSC in your area?";"2024-11-29 09:16:20";"2024-11-29 09:16:20"
"482";"282";"What are Info-Santé and Info-Social, and what services do they provide? How can you access these services? Are these services confidential, and are they available everywhere?";"2024-11-29 09:16:56";"2024-11-29 09:16:56"
"483";"283";"What do prenatal classes cover, and who should attend? How can you find prenatal classes in your area?";"2024-11-29 09:17:34";"2024-11-29 09:17:34"
"484";"284";"What types of prenatal activities are available, and who can participate? How can you find these activities in your area?";"2024-11-29 09:18:10";"2024-11-29 09:18:10"
"485";"285";"When is the first prenatal appointment typically scheduled? What will happen during the first prenatal appointment?";"2024-11-29 09:31:08";"2024-11-29 09:31:08"
"486";"286";"What kind of questions might your health professional ask during your first prenatal appointment? Why is it important to discuss tests and concerns at this stage?";"2024-11-29 09:36:53";"2024-11-29 09:36:53"
"487";"287";"What does a physical exam involve during your prenatal visits? What will be monitored during subsequent appointments?";"2024-11-29 09:37:29";"2024-11-29 09:37:29"
"488";"288";"What blood tests and urine analyses might be prescribed during pregnancy? What are they used to determine?";"2024-11-29 09:38:11";"2024-11-29 09:38:11"
"489";"289";"Why are vaginal swabs recommended during pregnancy? What do they screen for and how are the results treated?";"2024-11-29 09:39:49";"2024-11-29 09:39:49"
"490";"290";"What is an ultrasound used for during pregnancy? What information can it provide and can it reveal the baby's sex?";"2024-11-29 09:41:35";"2024-11-29 09:41:35"
"491";"291";"What are the screening tests for chromosomal anomalies in pregnancy? What steps are involved, and are they mandatory?";"2024-11-29 09:42:09";"2024-11-29 09:42:09"
"492";"292";"What does the biochemical test involve, and what is its purpose in screening for trisomies? What happens if the test shows a high probability of trisomy 21 or 18?";"2024-11-29 09:42:52";"2024-11-29 09:42:52"
"493";"293";"What is the purpose of the ultrasound between weeks 11 and 13, and what does nuchal translucency measurement indicate?";"2024-11-29 09:43:24";"2024-11-29 09:43:24"
"494";"294";"What is the purpose of the genomic test, and how is it performed?";"2024-11-29 09:43:53";"2024-11-29 09:43:53"
"495";"295";"What is the diagnostic test, when is it offered, and what should you consider before deciding to take it?";"2024-11-29 09:45:35";"2024-11-29 09:45:35"
